usuario_id;producto_id;producto;marca;familia;cluster;visitas;reservas;compras;favoritos;reposiciones;coincidencias_busqueda;puntaje_compatibilidad;probabilidad_compra;compra_observada;log_visitas;log_reservas;es_favorito;log_reposiciones;log_coincidencias_busqueda;afinidad_historica_producto;afinidad_promedio_cluster;coincide_marca_preferida;coincide_familia_preferida;coincide_genero_preferido;precio_normalizado;stock_normalizado
7;4;Coco Mademoiselle;Chanel;Floral;1;0;0;0;0;0;4.5;3.2236;0.0001;0;0;0;0;0;1.704748;0.035062;0.060498;0;0;0;0.960777;0.466667
7;5;Eros;Versace;Aromatica;1;0;0;0;0;0;9;4.8574;0;0;0;0;0;0;2.302585;0.047357;0.035622;0;1;1;0.64699;0.933333
7;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;9;4.062;0;0;0;0;0;0;2.302585;0.047357;0.048855;0;0;1;0.627378;0.6
7;7;Acqua di Gio;Giorgio Armani;Citrica;1;0;0;0;0;0;4.5;3.2137;0;0;0;0;0;0;1.704748;0.035062;0.0321;0;0;1;0.686213;0.733333
7;8;Si;Giorgio Armani;Frutal;1;3;0;0;0;0;4.5;4.9106;0.0011;0;1.386294;0;0;0;1.704748;0.076196;0.074509;0;0;0;0.76466;0.4
7;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;3.2139;0;0;0;0;0;0;1.704748;0.035062;0.032763;0;0;1;0.666601;0.866667
7;10;Invictus;Paco Rabanne;Aromatica;1;0;0;0;0;0;4.5;4.0223;0;0;0;0;0;0;1.704748;0.035062;0.056787;0;1;1;0.64699;1
7;11;Good Girl;Carolina Herrera;Oriental;1;0;0;0;0;0;10.5;5.0611;0.0007;0;0;0;0;0;2.442347;0.050232;0.054911;1;0;0;0.823495;0.333333
7;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;2;2;1;0;15;9.3105;0.9987;1;0;1.098612;1;0;2.772589;0.454652;0.069408;1;1;1;0.607766;0.266667
7;13;Y;Yves Saint Laurent;Aromatica;1;0;0;0;0;0;9;5.6577;0.0001;0;0;0;0;0;2.302585;0.047357;0.036537;0;1;1;0.843106;0.533333
7;14;Libre;Yves Saint Laurent;Floral;1;0;0;0;0;0;4.5;3.2329;0.0001;0;0;0;0;0;1.704748;0.035062;0.086993;0;0;0;0.862718;0.466667
7;15;Le Male;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;4.5;3.2139;0;0;0;0;0;0;1.704748;0.035062;0.032763;0;0;1;0.705825;0.4
7;16;Scandal;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;4.5;3.2271;0.0002;0;0;0;0;0;1.704748;0.035062;0.070477;0;0;0;0.784271;0.2
7;17;Explorer;Montblanc;Amaderada;1;0;0;0;0;0;9;4.8572;0;0;0;0;0;0;2.302585;0.047357;0.035005;0;0;1;0.548931;0.6
7;18;Club de Nuit Intense;Lattafa;Amaderada;1;3;0;0;0;0;9;6.5519;0.0004;0;1.386294;0;0;0;2.302585;0.088491;0.071111;0;0;1;0.450873;0.266667
7;19;Khamrah;Lattafa;Oriental;1;0;0;0;0;0;0;0.0101;0;0;0;0;0;0;0;0;0.028789;0;0;0;0.490096;0.133333
7;20;Asad;Lattafa;Amaderada;1;0;0;0;0;0;9;4.8727;0;0;0;0;0;0;2.302585;0.047357;0.079378;0;0;1;0.392038;0.2
7;21;Aqua Motion;Giorgio Armani;Citrica;1;0;0;0;0;0;4.5;3.212;0;0;0;0;0;0;1.704748;0.035062;0.027354;0;0;1;0.666601;0.666667
7;22;Savage Code;Dior;Aromatica;1;0;0;0;0;0;9;5.6567;0.0001;0;0;0;0;0;2.302585;0.047357;0.033694;0;1;1;0.862718;0.466667
7;23;Blue Pulse;Versace;Aromatica;1;0;0;0;0;0;13.5;6.1806;0;0;0;0;0;0;2.674149;0.054999;0.034446;0;1;1;0.705825;0.6
7;24;Gold Intense;Paco Rabanne;Oriental;1;0;0;0;0;0;9;4.8558;0;0;0;0;0;0;2.302585;0.047357;0.031063;0;0;1;0.686213;0.533333
7;25;Libre Nuit;Yves Saint Laurent;Oriental;1;0;0;0;0;0;4.5;3.2268;0.0002;0;0;0;0;0;1.704748;0.035062;0.069565;0;0;0;0.88233;0.333333
7;26;Rose Campus;Dior;Floral;1;0;0;0;0;0;4.5;3.2148;0.0001;0;0;0;0;0;1.704748;0.035062;0.035432;0;0;0;0.843106;0.533333
7;27;Velvet Coco;Chanel;Floral;1;0;0;0;0;0;4.5;3.213;0.0002;0;0;0;0;0;1.704748;0.035062;0.030134;0;0;0;1;0.4
7;28;Bloom Chic;Carolina Herrera;Floral;1;0;0;0;0;0;10.5;5.0591;0.0006;0;0;0;0;0;2.442347;0.050232;0.049276;1;0;0;0.803883;0.4
7;29;Wood Explorer Plus;Montblanc;Amaderada;1;0;0;0;0;0;9;4.8555;0;0;0;0;0;0;2.302585;0.047357;0.030088;0;0;1;0.568543;0.6
7;30;Amber Night;Lattafa;Oriental;1;0;0;0;0;0;0;0.0079;0;0;0;0;0;0;0;0;0.022461;0;0;0;0.509708;0.466667
8;1;Sauvage;Dior;Aromatica;1;3;0;0;0;0;0;2.4955;0.0001;0;1.386294;0;0;0;0;0.041134;0.03844;0;0;0;0.901942;0.8
8;2;Miss Dior;Dior;Floral;1;0;0;0;0;0;4.5;4.8234;0;0;0;0;0;0;1.704748;0.035062;0.060002;0;1;1;0.921553;0.533333
8;3;Bleu de Chanel;Chanel;Amaderada;1;0;0;0;0;0;0;0.8113;0;0;0;0;0;0;0;0;0.032356;0;0;0;0.980388;0.666667
8;4;Coco Mademoiselle;Chanel;Floral;1;0;0;0;0;0;4.5;4.8236;0.0001;0;0;0;0;0;1.704748;0.035062;0.060498;0;1;1;0.960777;0.466667
8;5;Eros;Versace;Aromatica;1;0;0;0;0;0;4.5;2.4149;0;0;0;0;0;0;1.704748;0.035062;0.035622;0;0;0;0.64699;0.933333
8;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;4.5;2.4195;0;0;0;0;0;0;1.704748;0.035062;0.048855;0;0;0;0.627378;0.6
8;7;Acqua di Gio;Giorgio Armani;Citrica;1;0;0;0;0;0;4.5;2.4137;0;0;0;0;0;0;1.704748;0.035062;0.0321;0;0;0;0.686213;0.733333
8;8;Si;Giorgio Armani;Frutal;1;0;0;0;0;0;4.5;4.0285;0;0;0;0;0;0;1.704748;0.035062;0.074509;0;0;1;0.76466;0.4
8;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;2.4139;0;0;0;0;0;0;1.704748;0.035062;0.032763;0;0;0;0.666601;0.866667
8;10;Invictus;Paco Rabanne;Aromatica;1;0;0;0;0;0;4.5;2.4223;0;0;0;0;0;0;1.704748;0.035062;0.056787;0;0;0;0.64699;1
8;11;Good Girl;Carolina Herrera;Oriental;1;3;0;0;0;0;4.5;5.7037;0.0005;0;1.386294;0;0;0;1.704748;0.076196;0.054911;0;0;1;0.823495;0.333333
8;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;0;0;0;0;0;0.8243;0;0;0;0;0;0;0;0;0.069408;0;0;0;0.607766;0.266667
8;13;Y;Yves Saint Laurent;Aromatica;1;0;0;0;0;0;0;1.6128;0.0001;0;0;0;0;0;0;0;0.036537;1;0;0;0.843106;0.533333
8;14;Libre;Yves Saint Laurent;Floral;1;0;2;0;1;0;4.5;7.7131;0.5325;0;0;1.098612;1;0;1.704748;0.213309;0.086993;1;1;1;0.862718;0.466667
8;15;Le Male;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;4.5;2.4139;0.0001;0;0;0;0;0;1.704748;0.035062;0.032763;0;0;0;0.705825;0.4
8;16;Scandal;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;4.5;4.0271;0.0001;0;0;0;0;0;1.704748;0.035062;0.070477;0;0;1;0.784271;0.2
8;17;Explorer;Montblanc;Amaderada;1;0;0;0;0;0;0;0.8123;0;0;0;0;0;0;0;0;0.035005;0;0;0;0.548931;0.6
8;18;Club de Nuit Intense;Lattafa;Amaderada;1;0;0;0;0;0;7.5;3.8408;0.0001;0;0;0;0;0;2.140066;0.044015;0.071111;0;0;0;0.450873;0.266667
8;19;Khamrah;Lattafa;Oriental;1;0;0;0;0;0;7.5;3.026;0.0002;0;0;0;0;0;2.140066;0.044015;0.028789;0;0;0;0.490096;0.133333
8;20;Asad;Lattafa;Amaderada;1;0;0;0;0;0;7.5;3.8437;0.0001;0;0;0;0;0;2.140066;0.044015;0.079378;0;0;0;0.392038;0.2
8;21;Aqua Motion;Giorgio Armani;Citrica;1;0;0;0;0;0;4.5;2.412;0;0;0;0;0;0;1.704748;0.035062;0.027354;0;0;0;0.666601;0.666667
8;22;Savage Code;Dior;Aromatica;1;0;0;0;0;0;0;0.8118;0;0;0;0;0;0;0;0;0.033694;0;0;0;0.862718;0.466667
8;23;Blue Pulse;Versace;Aromatica;1;0;0;0;0;0;0;0.8121;0;0;0;0;0;0;0;0;0.034446;0;0;0;0.705825;0.6
8;24;Gold Intense;Paco Rabanne;Oriental;1;0;0;0;0;0;0;0.8109;0;0;0;0;0;0;0;0;0.031063;0;0;0;0.686213;0.533333
8;25;Libre Nuit;Yves Saint Laurent;Oriental;1;0;0;0;0;0;4.5;4.8268;0.0002;0;0;0;0;0;1.704748;0.035062;0.069565;1;0;1;0.88233;0.333333
8;26;Rose Campus;Dior;Floral;1;0;0;0;0;0;4.5;4.8148;0;0;0;0;0;0;1.704748;0.035062;0.035432;0;1;1;0.843106;0.533333
8;27;Velvet Coco;Chanel;Floral;1;0;0;0;0;0;4.5;4.813;0.0001;0;0;0;0;0;1.704748;0.035062;0.030134;0;1;1;1;0.4
8;28;Bloom Chic;Carolina Herrera;Floral;1;0;0;0;0;0;4.5;4.8197;0.0001;0;0;0;0;0;1.704748;0.035062;0.049276;0;1;1;0.803883;0.4
8;29;Wood Explorer Plus;Montblanc;Amaderada;1;0;0;0;0;0;0;0.8105;0;0;0;0;0;0;0;0;0.030088;0;0;0;0.568543;0.6
8;30;Amber Night;Lattafa;Oriental;1;0;0;0;0;0;7.5;3.0238;0.0001;0;0;0;0;0;2.140066;0.044015;0.022461;0;0;0;0.509708;0.466667
9;1;Sauvage;Dior;Aromatica;1;0;0;0;0;0;4.5;3.2159;0;0;0;0;0;0;1.704748;0.035062;0.03844;0;0;0;0.901942;0.8
9;2;Miss Dior;Dior;Floral;1;0;0;0;0;0;7.5;4.6369;0;0;0;0;0;0;2.140066;0.044015;0.060002;0;0;1;0.921553;0.533333
9;3;Bleu de Chanel;Chanel;Amaderada;1;0;0;0;0;0;4.5;3.2137;0.0001;0;0;0;0;0;1.704748;0.035062;0.032356;0;0;0;0.980388;0.666667
9;4;Coco Mademoiselle;Chanel;Floral;1;3;0;0;0;0;10.5;6.7451;0.0009;0;1.386294;0;0;0;2.442347;0.091366;0.060498;0;0;1;0.960777;0.466667
9;5;Eros;Versace;Aromatica;1;0;0;0;0;0;0;0.0125;0;0;0;0;0;0;0;0;0.035622;0;0;0;0.64699;0.933333
9;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;0;0.0171;0;0;0;0;0;0;0;0;0.048855;0;0;0;0.627378;0.6
9;7;Acqua di Gio;Giorgio Armani;Citrica;1;0;0;0;0;0;0;0.0112;0;0;0;0;0;0;0;0;0.0321;0;0;0;0.686213;0.733333
9;8;Si;Giorgio Armani;Frutal;1;0;0;0;0;0;7.5;4.642;0.0001;0;0;0;0;0;2.140066;0.044015;0.074509;0;0;1;0.76466;0.4
9;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;0;0.8115;0;0;0;0;0;0;0;0;0.032763;0;1;0;0.666601;0.866667
9;10;Invictus;Paco Rabanne;Aromatica;1;0;0;0;0;0;3;1.9735;0;0;0;0;0;0;1.386294;0.028512;0.056787;0;0;0;0.64699;1
9;11;Good Girl;Carolina Herrera;Oriental;1;0;0;0;0;0;4.5;4.8216;0.0001;0;0;0;0;0;1.704748;0.035062;0.054911;0;1;1;0.823495;0.333333
9;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;0;0;0;0;4.5;3.2267;0.0001;0;0;0;0;0;1.704748;0.035062;0.069408;0;0;0;0.607766;0.266667
9;13;Y;Yves Saint Laurent;Aromatica;1;0;0;0;0;0;9;4.0577;0.0001;0;0;0;0;0;2.302585;0.047357;0.036537;0;0;0;0.843106;0.533333
9;14;Libre;Yves Saint Laurent;Floral;1;3;0;0;0;0;9;6.5574;0.0006;0;1.386294;0;0;0;2.302585;0.088491;0.086993;0;0;1;0.862718;0.466667
9;15;Le Male;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;0;1.6115;0.0001;0;0;0;0;0;0;0;0.032763;1;1;0;0.705825;0.4
9;16;Scandal;Jean Paul Gaultier;Oriental;1;0;2;1;1;0;4.5;7.7567;0.9718;1;0;1.098612;1;0;1.704748;0.322999;0.070477;1;1;1;0.784271;0.2
9;17;Explorer;Montblanc;Amaderada;1;0;0;0;0;0;4.5;3.2147;0;0;0;0;0;0;1.704748;0.035062;0.035005;0;0;0;0.548931;0.6
9;18;Club de Nuit Intense;Lattafa;Amaderada;1;0;0;0;0;0;4.5;3.2273;0.0001;0;0;0;0;0;1.704748;0.035062;0.071111;0;0;0;0.450873;0.266667
9;19;Khamrah;Lattafa;Oriental;1;0;0;0;0;0;4.5;3.2125;0.0001;0;0;0;0;0;1.704748;0.035062;0.028789;0;1;0;0.490096;0.133333
9;20;Asad;Lattafa;Amaderada;1;0;0;0;0;0;4.5;3.2302;0.0001;0;0;0;0;0;1.704748;0.035062;0.079378;0;0;0;0.392038;0.2
9;21;Aqua Motion;Giorgio Armani;Citrica;1;0;0;0;0;0;0;0.0096;0;0;0;0;0;0;0;0;0.027354;0;0;0;0.666601;0.666667
9;22;Savage Code;Dior;Aromatica;1;0;0;0;0;0;4.5;3.2142;0.0001;0;0;0;0;0;1.704748;0.035062;0.033694;0;0;0;0.862718;0.466667
9;23;Blue Pulse;Versace;Aromatica;1;0;0;0;0;0;4.5;3.2145;0;0;0;0;0;0;1.704748;0.035062;0.034446;0;0;0;0.705825;0.6
9;24;Gold Intense;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;4.0133;0.0001;0;0;0;0;0;1.704748;0.035062;0.031063;0;1;0;0.686213;0.533333
9;25;Libre Nuit;Yves Saint Laurent;Oriental;1;0;0;0;0;0;9;5.6693;0.0001;0;0;0;0;0;2.302585;0.047357;0.069565;0;1;1;0.88233;0.333333
9;26;Rose Campus;Dior;Floral;1;0;0;0;0;0;4.5;4.0148;0;0;0;0;0;0;1.704748;0.035062;0.035432;0;0;1;0.843106;0.533333
9;27;Velvet Coco;Chanel;Floral;1;0;0;0;0;0;4.5;4.013;0.0001;0;0;0;0;0;1.704748;0.035062;0.030134;0;0;1;1;0.4
9;28;Bloom Chic;Carolina Herrera;Floral;1;0;0;0;0;0;4.5;4.0197;0;0;0;0;0;0;1.704748;0.035062;0.049276;0;0;1;0.803883;0.4
9;29;Wood Explorer Plus;Montblanc;Amaderada;1;0;0;0;0;0;4.5;3.213;0;0;0;0;0;0;1.704748;0.035062;0.030088;0;0;0;0.568543;0.6
9;30;Amber Night;Lattafa;Oriental;1;0;0;0;0;0;4.5;3.2103;0.0001;0;0;0;0;0;1.704748;0.035062;0.022461;0;1;0;0.509708;0.466667
10;1;Sauvage;Dior;Aromatica;1;0;0;0;0;0;4.5;4.0159;0;0;0;0;0;0;1.704748;0.035062;0.03844;0;0;1;0.901942;0.8
10;2;Miss Dior;Dior;Floral;1;0;0;0;0;0;0;0.821;0;0;0;0;0;0;0;0;0.060002;0;0;0;0.921553;0.533333
10;3;Bleu de Chanel;Chanel;Amaderada;1;0;0;0;0;0;4.5;4.8137;0;0;0;0;0;0;1.704748;0.035062;0.032356;0;1;1;0.980388;0.666667
10;4;Coco Mademoiselle;Chanel;Floral;1;0;0;0;0;0;0;0.8212;0;0;0;0;0;0;0;0;0.060498;0;0;0;0.960777;0.466667
10;5;Eros;Versace;Aromatica;1;0;0;0;0;0;9;4.0574;0;0;0;0;0;0;2.302585;0.047357;0.035622;0;0;1;0.64699;0.933333
10;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;9;4.862;0;0;0;0;0;0;2.302585;0.047357;0.048855;0;1;1;0.627378;0.6
10;7;Acqua di Gio;Giorgio Armani;Citrica;1;3;0;0;0;0;9;5.7382;0.0002;0;1.386294;0;0;0;2.302585;0.088491;0.0321;0;0;1;0.686213;0.733333
10;8;Si;Giorgio Armani;Frutal;1;0;0;0;0;0;0;0.8261;0;0;0;0;0;0;0;0;0.074509;0;0;0;0.76466;0.4
10;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;9;4.0564;0;0;0;0;0;0;2.302585;0.047357;0.032763;0;0;1;0.666601;0.866667
10;10;Invictus;Paco Rabanne;Aromatica;1;0;0;0;0;0;9;4.0648;0;0;0;0;0;0;2.302585;0.047357;0.056787;0;0;1;0.64699;1
10;11;Good Girl;Carolina Herrera;Oriental;1;0;0;0;0;0;0;0.8192;0;0;0;0;0;0;0;0;0.054911;0;0;0;0.823495;0.333333
10;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;0;0;0;0;4.5;4.0267;0;0;0;0;0;0;1.704748;0.035062;0.069408;0;0;1;0.607766;0.266667
10;13;Y;Yves Saint Laurent;Aromatica;1;0;0;0;0;0;4.5;4.0152;0;0;0;0;0;0;1.704748;0.035062;0.036537;0;0;1;0.843106;0.533333
10;14;Libre;Yves Saint Laurent;Floral;1;0;0;0;0;0;3;2.7841;0.0001;0;0;0;0;0;1.386294;0.028512;0.086993;0;0;0;0.862718;0.466667
10;15;Le Male;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;9;4.0564;0;0;0;0;0;0;2.302585;0.047357;0.032763;0;0;1;0.705825;0.4
10;16;Scandal;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;0;0.8247;0.0001;0;0;0;0;0;0;0;0.070477;0;0;0;0.784271;0.2
10;17;Explorer;Montblanc;Amaderada;1;3;0;0;0;0;4.5;6.4967;0.0002;0;1.386294;0;0;0;1.704748;0.076196;0.035005;0;1;1;0.548931;0.6
10;18;Club de Nuit Intense;Lattafa;Amaderada;1;0;2;2;1;0;4.5;7.8062;0.9956;1;0;1.098612;1;0;1.704748;0.43269;0.071111;1;1;1;0.450873;0.266667
10;19;Khamrah;Lattafa;Oriental;1;0;0;0;0;0;0;0.8101;0.0001;0;0;0;0;0;0;0;0.028789;1;0;0;0.490096;0.133333
10;20;Asad;Lattafa;Amaderada;1;0;0;0;0;0;4.5;5.6302;0.0001;0;0;0;0;0;1.704748;0.035062;0.079378;1;1;1;0.392038;0.2
10;21;Aqua Motion;Giorgio Armani;Citrica;1;0;0;0;0;0;9;4.0545;0;0;0;0;0;0;2.302585;0.047357;0.027354;0;0;1;0.666601;0.666667
10;22;Savage Code;Dior;Aromatica;1;0;0;0;0;0;4.5;4.0142;0;0;0;0;0;0;1.704748;0.035062;0.033694;0;0;1;0.862718;0.466667
10;23;Blue Pulse;Versace;Aromatica;1;0;0;0;0;0;4.5;4.0145;0;0;0;0;0;0;1.704748;0.035062;0.034446;0;0;1;0.705825;0.6
10;24;Gold Intense;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;4.0133;0;0;0;0;0;0;1.704748;0.035062;0.031063;0;0;1;0.686213;0.533333
10;25;Libre Nuit;Yves Saint Laurent;Oriental;1;0;0;0;0;0;3;2.778;0.0001;0;0;0;0;0;1.386294;0.028512;0.069565;0;0;0;0.88233;0.333333
10;26;Rose Campus;Dior;Floral;1;0;0;0;0;0;0;0.8124;0;0;0;0;0;0;0;0;0.035432;0;0;0;0.843106;0.533333
10;27;Velvet Coco;Chanel;Floral;1;0;0;0;0;0;0;0.8105;0;0;0;0;0;0;0;0;0.030134;0;0;0;1;0.4
10;28;Bloom Chic;Carolina Herrera;Floral;1;0;0;0;0;0;0;0.8172;0;0;0;0;0;0;0;0;0.049276;0;0;0;0.803883;0.4
10;29;Wood Explorer Plus;Montblanc;Amaderada;1;0;0;0;0;0;4.5;4.813;0;0;0;0;0;0;1.704748;0.035062;0.030088;0;1;1;0.568543;0.6
10;30;Amber Night;Lattafa;Oriental;1;0;0;0;0;0;0;0.8079;0;0;0;0;0;0;0;0;0.022461;1;0;0;0.509708;0.466667
11;1;Sauvage;Dior;Aromatica;1;0;0;0;0;0;9;4.8584;0;0;0;0;0;0;2.302585;0.047357;0.03844;0;0;1;0.901942;0.8
11;2;Miss Dior;Dior;Floral;1;0;0;0;0;0;13.5;4.5896;0.0002;0;0;0;0;0;2.674149;0.054999;0.060002;0;0;0;0.921553;0.533333
11;3;Bleu de Chanel;Chanel;Amaderada;1;0;0;0;0;0;4.5;4.8137;0;0;0;0;0;0;1.704748;0.035062;0.032356;0;1;1;0.980388;0.666667
11;4;Coco Mademoiselle;Chanel;Floral;1;0;0;0;0;0;9;4.0661;0.0002;0;0;0;0;0;2.302585;0.047357;0.060498;0;0;0;0.960777;0.466667
11;5;Eros;Versace;Aromatica;1;0;0;0;0;0;0;0.8125;0;0;0;0;0;0;0;0;0.035622;0;0;1;0.64699;0.933333
11;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;0;1.6171;0;0;0;0;0;0;0;0;0.048855;0;1;1;0.627378;0.6
11;7;Acqua di Gio;Giorgio Armani;Citrica;1;0;0;0;0;0;0;0.8112;0;0;0;0;0;0;0;0;0.0321;0;0;1;0.686213;0.733333
11;8;Si;Giorgio Armani;Frutal;1;0;0;0;0;0;9;4.071;0.0002;0;0;0;0;0;2.302585;0.047357;0.074509;0;0;0;0.76466;0.4
11;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;0;0.8115;0;0;0;0;0;0;0;0;0.032763;0;0;1;0.666601;0.866667
11;10;Invictus;Paco Rabanne;Aromatica;1;3;0;0;0;0;0;2.5019;0;0;1.386294;0;0;0;0;0.041134;0.056787;0;0;1;0.64699;1
11;11;Good Girl;Carolina Herrera;Oriental;1;0;0;0;0;0;9;4.0641;0.0002;0;0;0;0;0;2.302585;0.047357;0.054911;0;0;0;0.823495;0.333333
11;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;0;0;0;0;4.5;4.0267;0;0;0;0;0;0;1.704748;0.035062;0.069408;0;0;1;0.607766;0.266667
11;13;Y;Yves Saint Laurent;Aromatica;1;0;0;0;0;0;4.5;4.0152;0;0;0;0;0;0;1.704748;0.035062;0.036537;0;0;1;0.843106;0.533333
11;14;Libre;Yves Saint Laurent;Floral;1;0;0;0;0;0;9;4.0754;0.0002;0;0;0;0;0;2.302585;0.047357;0.086993;0;0;0;0.862718;0.466667
11;15;Le Male;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;0;0.8115;0;0;0;0;0;0;0;0;0.032763;0;0;1;0.705825;0.4
11;16;Scandal;Jean Paul Gaultier;Oriental;1;0;0;0;0;0;9;4.0696;0.0003;0;0;0;0;0;2.302585;0.047357;0.070477;0;0;0;0.784271;0.2
11;17;Explorer;Montblanc;Amaderada;1;0;0;0;0;0;7.5;5.4282;0;0;0;0;0;0;2.140066;0.044015;0.035005;0;1;1;0.548931;0.6
11;18;Club de Nuit Intense;Lattafa;Amaderada;1;0;0;0;0;0;4.5;5.6273;0.0001;0;0;0;0;0;1.704748;0.035062;0.071111;1;1;1;0.450873;0.266667
11;19;Khamrah;Lattafa;Oriental;1;0;0;0;0;0;0;0.8101;0.0001;0;0;0;0;0;0;0;0.028789;1;0;0;0.490096;0.133333
11;20;Asad;Lattafa;Amaderada;1;3;2;1;1;0;4.5;9.4418;0.9932;1;1.386294;1.098612;1;0;1.704748;0.364133;0.079378;1;1;1;0.392038;0.2
11;21;Aqua Motion;Giorgio Armani;Citrica;1;0;0;0;0;0;0;0.8096;0;0;0;0;0;0;0;0;0.027354;0;0;1;0.666601;0.666667
11;22;Savage Code;Dior;Aromatica;1;0;0;0;0;0;9;4.8567;0.0001;0;0;0;0;0;2.302585;0.047357;0.033694;0;0;1;0.862718;0.466667
11;23;Blue Pulse;Versace;Aromatica;1;0;0;0;0;0;4.5;4.0145;0;0;0;0;0;0;1.704748;0.035062;0.034446;0;0;1;0.705825;0.6
11;24;Gold Intense;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;4.0133;0;0;0;0;0;0;1.704748;0.035062;0.031063;0;0;1;0.686213;0.533333
11;25;Libre Nuit;Yves Saint Laurent;Oriental;1;0;0;0;0;0;9;4.0693;0.0003;0;0;0;0;0;2.302585;0.047357;0.069565;0;0;0;0.88233;0.333333
11;26;Rose Campus;Dior;Floral;1;0;0;0;0;0;13.5;4.581;0.0002;0;0;0;0;0;2.674149;0.054999;0.035432;0;0;0;0.843106;0.533333
11;27;Velvet Coco;Chanel;Floral;1;0;0;0;0;0;9;4.0555;0.0003;0;0;0;0;0;2.302585;0.047357;0.030134;0;0;0;1;0.4
11;28;Bloom Chic;Carolina Herrera;Floral;1;0;0;0;0;0;9;4.0622;0.0002;0;0;0;0;0;2.302585;0.047357;0.049276;0;0;0;0.803883;0.4
11;29;Wood Explorer Plus;Montblanc;Amaderada;1;0;0;0;0;0;7.5;5.4264;0;0;0;0;0;0;2.140066;0.044015;0.030088;0;1;1;0.568543;0.6
11;30;Amber Night;Lattafa;Oriental;1;0;0;0;0;0;0;0.8079;0;0;0;0;0;0;0;0;0.022461;1;0;0;0.509708;0.466667
12;1;Sauvage;Dior;Aromatica;1;0;0;0;0;0;3;4.3671;0;0;0;0;0;0;1.386294;0.028512;0.03844;1;0;1;0.901942;0.8
12;2;Miss Dior;Dior;Floral;1;0;2;0;1;0;3;6.4549;0.7005;0;0;1.098612;1;0;1.386294;0.206759;0.060002;1;1;0;0.921553;0.533333
12;3;Bleu de Chanel;Chanel;Amaderada;1;3;0;0;0;0;0;3.2934;0.0001;0;1.386294;0;0;0;0;0.041134;0.032356;0;0;1;0.980388;0.666667
12;4;Coco Mademoiselle;Chanel;Floral;1;0;0;0;0;0;0;1.6212;0;0;0;0;0;0;0;0;0.060498;0;1;0;0.960777;0.466667
12;5;Eros;Versace;Aromatica;1;0;0;0;0;0;9;4.0574;0;0;0;0;0;0;2.302585;0.047357;0.035622;0;0;1;0.64699;0.933333
12;6;Dylan Blue;Versace;Amaderada;1;0;0;0;0;0;9;4.062;0;0;0;0;0;0;2.302585;0.047357;0.048855;0;0;1;0.627378;0.6
12;7;Acqua di Gio;Giorgio Armani;Citrica;1;0;0;0;0;0;4.5;3.2137;0;0;0;0;0;0;1.704748;0.035062;0.0321;0;0;1;0.686213;0.733333
12;8;Si;Giorgio Armani;Frutal;1;0;0;0;0;0;0;0.8261;0;0;0;0;0;0;0;0;0.074509;0;0;0;0.76466;0.4
12;9;1 Million;Paco Rabanne;Oriental;1;0;0;0;0;0;4.5;3.2139;0;0;0;0;0;0;1.704748;0.035062;0.032763;0;0;1;0.666601;0.866667
12;10;Invictus;Paco Rabanne;Aromatica;1;0;0;0;0;0;4.5;3.2223;0;0;0;0;0;0;1.704748;0.035062;0.056787;0;0;1;0.64699;1
12;11;Good Girl;Carolina Herrera;Oriental;1;0;0;0;0;0;0;0.8192;0;0;0;0;0;0;0;0;0.054911;0;0;0;0.823495;0.333333
12;12;212 VIP Black;Carolina Herrera;Aromatica;1;0;0;0;0;0;0;1.6243;0;0;0;0;0;0;0;0;0.069408;0;0;1;0.607766;0.266667
12;13;Y;Yves Saint Laurent;Aromatica;1;3;0;0;0;0;0;3.2949;0.0001;0;1.386294;0;0;0;0;0.041134;0.036537;0;0;1;0.843106;0.533333
12;14;Libre;Yves Saint Laurent;Floral;1;0;0;0;0;0;0;1.6304;0;0;0;0;0;0;0;0;0.086993;0;1;0;0.862718;0.466667
